dataset_name	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016	VogtmannE_2016
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.18281	1.23784	5.20556	0.4524	0.91652	1.09471	0.87094	0.34116	0.20203	0.65769	0.51824	0.01479	1.28213	0.23818	0.0	2.24675	0.00069	0.48453	0.36377	1.85479	1.53187	0.58967	1.02032	3.18792	0.6293	1.1989	3.4194	0.47888	0.65853	0.0	0.73393	0.00219	1.47746	0.0	0.01172	5.08729	0.50276	0.0	0.29421	0.6562	0.0	0.65548	0.54512	3.09361	0.60767	0.24602	0.50725	0.74126	0.00039	0.61974	0.0	0.16966	11.82892	0.0	0.2939	4.22587	0.34544	6.98791	0.52031	0.37342	0.73573	0.16819	0.68391	0.02165	0.67709	0.73162	0.00383	2.98387	0.24836	1.01269	0.54312	1.78995	0.32959	1.15514	0.46958	0.48249	0.51808	1.10362	0.10708	4.44793	0.60414	1.02923	0.0	0.58682	0.01918	0.89528	2.04139	0.99588	2.07486	12.27553	1.2883	0.0	0.0	4.22939	4.31214	0.52491	5.58081	5.86947	0.0	0.71196	0.41019	7.04718	1.26774	1.11398
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	1.3785	2.1583	1.41019	1.66034	0.60838	2.64712	1.13187	0.68717	0.26749	1.09195	3.48579	0.46235	0.97365	0.23519	1.81268	1.08025	0.38389	0.86552	0.61182	0.50246	0.84252	0.89901	0.94684	0.80844	1.06898	1.26507	2.70015	1.41427	0.62014	1.0871	0.99641	1.4904	2.12486	0.12379	0.2641	0.78299	1.50087	1.78373	0.20083	1.0941	0.0	0.6432	1.52941	1.25371	0.79437	1.35634	1.73065	0.60089	0.15487	1.03119	2.29387	2.28789	0.85121	0.37104	0.5314	0.46099	0.62739	0.89099	1.64377	0.10626	1.40987	0.85063	0.8482	0.72096	0.47717	3.15771	0.73465	7.58026	0.60932	1.53757	0.80117	1.50277	0.27425	1.45138	2.70779	0.79451	3.34713	1.52559	1.04106	1.11028	0.97343	0.85041	0.0	0.69727	0.12564	0.19073	1.08387	0.78637	1.54025	1.1799	0.79598	0.74709	0.71413	1.23632	1.31168	0.68593	0.40237	1.99538	0.56286	0.60524	0.25286	0.36578	0.95661	0.85602
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Eisenbergiella	0.27158	0.22249	0.01767	0.08366	0.07914	0.81834	0.00265	0.0	0.14435	0.0	0.48302	0.0345	0.38265	0.08345	0.16488	0.0	0.00859	0.01554	0.027	0.00571	0.0	0.0	0.02055	0.10124	0.02892	0.06319	0.0	0.25386	0.04586	0.01083	0.01644	0.08368	0.07412	2.32601	0.86062	0.00145	0.00486	0.59011	0.00428	0.00554	0.0	0.12335	9e-05	0.0	0.03761	0.05836	0.0089	0.12663	0.02289	0.00367	4.46946	0.25826	0.00369	0.70021	0.01661	0.0	0.07944	0.00195	1.01758	0.0	0.00109	0.12006	0.0	0.06563	1.05171	0.05502	0.0158	0.03383	0.0	0.06335	0.09339	0.03678	0.06666	0.227	0.00123	0.02175	0.09989	0.0	0.09048	0.00024	0.10653	0.00144	0.0	0.04881	0.0	1.08134	0.02868	0.02655	0.0	0.0	0.70009	1.04201	2.05867	0.02109	0.00027	0.00073	0.0	0.0	0.0	0.0035	0.23367	0.0	0.09916	0.28765
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Faecalicatena	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00834	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Fusicatenibacter	0.55204	2.32537	0.77856	2.12235	1.25524	0.24849	1.00581	0.32076	0.39662	0.34577	0.61041	0.29021	0.0	2.75469	3.95459	1.75011	0.12657	1.39664	2.37808	0.30184	1.26952	0.1807	1.27569	1.078	2.10672	0.96104	1.49549	0.0	0.01112	0.47729	0.19571	0.49689	2.0695	1.34155	0.01128	2.0604	0.75023	0.0	0.24874	1.46697	0.0	0.53476	1.20867	0.47838	0.18918	0.60845	0.69994	0.0	0.0	0.8917	0.0	1.40407	0.12632	0.03845	0.57074	0.28536	0.00822	1.13171	0.0	2.48641	1.41094	0.95438	0.53376	3.83287	0.32735	0.83449	0.0	4.76113	1.23679	1.31938	1.10657	2.59406	0.49012	0.75534	1.36664	1.42067	0.42484	1.67129	1.16973	2.16198	0.41674	0.99443	0.0	1.07762	1.65282	1.20139	1.71445	0.0	1.2274	1.69848	0.98128	0.20955	0.01351	0.82319	1.34831	1.35373	1.60452	2.15534	0.0	1.056	0.60307	1.92886	0.0	1.26149
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnoclostridium	0.13144	0.07072	0.0854	0.03476	0.14319	1.84414	0.01077	1.92056	0.15479	0.0045	0.78661	0.24671	0.20345	0.17214	0.16664	0.1134	1.35359	0.079	0.01546	0.00249	0.0	0.00361	0.07626	0.08189	0.00359	0.37297	0.0	0.60342	0.1563	1.03469	0.08288	0.17911	0.38308	0.21425	0.72605	0.0215	0.00999	2.29592	0.08614	0.03172	0.0	0.10303	0.0	0.00877	0.37544	0.13352	0.0	0.15216	0.96226	0.05346	2.79125	0.12965	0.00079	0.5452	0.00871	0.01846	0.0318	0.06809	32.7928	0.04136	0.03771	0.09918	0.16694	0.49534	1.47845	0.19941	1.23953	0.17655	0.01197	0.02909	0.03058	0.19054	0.03379	1.73888	0.36508	0.18953	0.56501	0.00109	0.51838	0.0	0.04441	0.01927	7.96889	0.52845	0.0	0.9375	0.40671	0.18117	0.01149	0.0543	0.23655	1.05149	2.16126	0.01569	0.15151	0.0	0.0	0.00963	0.34898	0.10263	0.09293	0.05239	1.02872	0.73751
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospira	7.39937	0.0833	0.00082	0.0	0.01899	0.0	0.16218	0.00011	1.24602	0.0	0.78932	0.0	0.0	0.0	0.96248	3.94617	0.02474	1.40772	0.00255	2.18653	0.65557	0.0	1.48794	0.0	0.38443	13.20012	0.49091	0.0	1.76743	0.0	0.37475	1.13922	0.0	0.0	0.0	0.02355	1.17739	0.0	0.0	0.26601	0.0	0.13167	0.71453	0.77257	0.0	1.22533	4.25686	0.0	0.00511	0.0	0.0	0.0	0.0	0.0	0.0	4.60116	0.00215	1.3041	0.0	0.16878	0.0	1.31417	3.80023	0.0	1.98064	0.00241	0.00475	1.82838	0.01288	1.35003	0.02263	3.58293	0.34709	0.02574	0.00025	0.0	0.0	1.2089	1.27129	0.0	0.0	0.0	0.0	0.0	0.0	2.84565	0.00564	0.0	0.0	0.0128	0.0	1.69952	0.0	0.0	0.0	1.66705	4.76999	3.85181	0.0	2.56585	0.22055	0.01137	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Lachnospiraceae_unclassified	0.00105	1.00811	6.40443	22.37263	6.26088	0.53918	5.26079	0.85392	2.48914	1.66967	6.7791	0.0	0.0046	1.12848	7.03733	0.44394	0.62122	1.52838	0.0077	1.00812	0.44058	1.08743	1.91395	2.49701	2.51867	6.95484	2.55501	8.24496	1.12705	9.83152	1.18758	1.08678	11.07279	0.01871	1.7162	0.65594	1.83919	0.00247	0.00601	4.28174	0.0288	10.95546	0.35949	4.3668	0.04998	3.47974	7.75613	4.8619	8.44935	2.23573	0.40225	3.85352	1.99775	0.81204	4.34712	1.8968	3.45163	16.42889	0.01371	0.02241	0.43649	5.47935	0.00406	0.00464	7.81412	0.47276	0.00325	0.15032	6.40088	7.63848	1.53543	6.32858	0.61163	0.39982	9.44448	6.38947	0.00208	6.67101	0.00098	0.67692	1.95003	4.45255	0.0001	4.49346	0.14911	7.25188	0.09488	0.27808	0.59055	0.12868	4.57829	2.02637	0.00184	5.18867	10.48792	1.22161	0.25223	6.35472	0.0	1.3456	4.31251	0.54449	0.0009	8.73339
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Murimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.00342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Oribacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00211	0.0	0.0	0.0	0.02105	0.00201	0.0	0.0	0.0	0.00269	0.00767	0.00064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00596	0.0	0.0	0.0	0.0	0.0	0.00014	0.0	0.0	0.01071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01942	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia	11.65047	14.17274	4.70261	1.04301	9.36938	1.20877	7.58424	4.55582	4.58387	4.48021	0.73141	9.02934	9.64864	3.63919	2.48268	3.57053	0.16093	1.55361	9.19716	1.61649	1.90702	6.2365	25.41563	4.37749	1.29031	4.58263	2.27603	3.89372	1.56976	0.00024	0.45984	4.68854	0.67508	0.99014	0.05786	2.14051	3.20738	0.04457	7.66703	2.86747	0.0	7.04717	5.43892	3.59656	2.84184	0.55792	4.61043	0.3226	5.77974	0.99364	0.0	3.04715	5.09662	0.00045	0.71288	7.35937	4.01437	3.66825	22.30556	4.23016	0.67752	7.93851	6.99757	0.54668	3.35413	2.25685	0.33455	10.72678	2.90535	5.06935	0.58388	1.90739	0.61422	0.21707	2.59839	1.17545	1.81534	22.49131	0.36203	2.35823	8.20008	7.10606	0.0	1.35177	2.11673	14.16308	7.114	11.98485	1.30835	3.04783	6.25865	2.22502	0.01047	1.55972	3.12278	4.8208	1.28759	10.01889	0.07377	6.85213	2.55667	4.33854	4.05296	3.78916
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Sellimonas	0.0	0.0	0.0	0.0	0.0	0.00227	0.04536	0.0	0.02476	0.0	0.0	0.00075	0.04735	0.0125	0.21742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00073	0.16322	0.0	0.02207	0.0	0.12683	0.0	0.0	0.0	0.09165	0.0	0.49162	0.0	0.0	0.0	0.00884	0.0	0.0	0.0	0.00464	0.0	0.0	0.0	0.0	0.0	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05395	0.0	0.0	0.12835	0.0	0.0	0.0494	0.01909	0.0	0.0	0.0	0.09664	0.0	0.0	0.00667	0.0	0.10184	0.0	0.16761	0.00808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67246	0.0	0.06646	0.0	0.0	0.10509	0.0199	0.0	0.0	0.0	0.0	0.0	0.0	0.00526	0.01241	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Shuttleworthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Stomatobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Tyzzerella	0.0	0.00056	0.0	0.0	0.0	0.0	0.0	0.0	0.00553	0.0	0.01257	0.0	0.0	0.00739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00793	0.00074	0.0	0.0	0.0	0.1028	0.01732	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.07552	0.0	0.00216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01306	0.00474	0.0	0.00302	0.0	0.0	0.0	0.0	0.0	0.0	0.08856	0.0	0.00538	0.0	0.0	0.0	0.0	0.17706	0.0	0.0	0.0	0.0	0.0	0.0	0.0023	0.0	0.0	0.0	0.07127	0.0	0.0	0.0	0.0	0.00029	0.0	0.07616	0.0	0.0	0.0	0.00629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07582	0.0	0.0	0.0	0.00338	0.00094
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Oscillospiraceae.g__Oscillibacter	0.27633	0.32168	1.43817	0.75386	1.59735	0.3145	0.25074	1.00047	0.13773	1.09814	8.62706	0.75062	0.0	0.31688	0.74708	0.33414	0.00508	0.46489	0.16057	2.11452	2.06352	0.88721	0.48178	0.24277	0.93673	0.13602	1.38158	0.00048	0.0	0.62674	0.00247	0.00607	0.00035	2.60256	0.00024	2.8571	0.50417	0.0	2.13425	3.13981	0.0	0.65938	0.7314	1.15064	0.29009	0.05536	0.55389	0.0	0.0	0.40456	0.0	0.00285	1.31797	0.0	0.14395	0.56497	0.85196	1.28661	0.0	5.86317	0.36139	0.02117	0.55653	0.00144	1.58268	0.60394	0.0	0.78808	21.8072	0.82039	1.56699	0.5033	0.41375	0.74367	0.0	0.97281	1.06108	0.97992	0.00793	0.77743	0.74564	1.35964	0.0	0.97074	14.61615	0.00173	0.00673	0.13977	0.97105	0.95361	0.21805	0.0	0.49402	0.54543	0.5708	1.53459	0.7959	1.13662	0.0	2.5561	1.06882	1.07847	0.31384	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Criibacterium	0.0	0.0	0.0	0.0	0.0	0.01862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Filifactor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Intestinibacter	0.00452	0.0	0.0	0.01816	0.01774	0.0	0.47811	0.0043	0.03606	0.0	0.0	0.0	0.0954	0.0	0.00066	0.01745	0.0	0.0185	0.0	0.0	0.0	0.1053	0.0	0.31067	0.00072	0.0	0.01401	0.0	0.0	0.0	0.0	0.0	0.0	0.04482	0.0	0.0	0.00667	0.24062	0.0	0.01295	0.0	0.0	0.00275	0.10369	0.00963	0.0	0.0018	0.0	0.0	0.0	0.00996	0.01349	0.33864	0.0	0.03596	0.0	0.0	0.00234	0.03003	0.0	0.0485	0.0	0.0	0.0	0.0	0.18991	0.05129	1.60835	0.0	0.23013	0.0	0.00815	0.0	0.0	0.10301	0.0	0.0	0.02482	0.10936	0.01759	0.0	0.06609	0.0	0.00533	0.0	0.16367	0.01403	0.0	0.0	0.06996	0.05784	0.01435	0.13092	0.0	0.0	0.03778	0.0	0.01264	0.0	0.02512	0.0	0.0	0.10902	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Paraclostridium	0.0	0.0	0.0	0.0	0.0	0.0	0.00681	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	0.0123	0.0	0.0	0.0	0.00201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089	0.02792	0.0	0.0	0.0	0.00771	0.0	0.0	0.0	0.0	0.0	0.03739	0.01044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27297	0.0	0.0	0.0	0.0	0.00414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00617	0.04702	0.0	0.0	0.0339	0.0	0.0	0.14123	0.00988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Romboutsia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00087	0.0	0.0	0.0	0.0	0.0	0.00301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00062	0.00084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__Terrisporobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Agathobaculum	0.15952	0.27255	0.08405	0.0752	0.37778	0.00423	0.18807	0.0749	0.05608	0.07033	0.44333	0.39528	0.0	0.15007	0.0	0.1058	0.01652	0.27203	0.54438	0.23945	0.08196	0.10975	0.38413	0.13769	0.19644	0.35573	0.11483	0.27814	0.00199	0.02448	0.2165	0.57922	0.43779	0.00313	0.18495	0.41205	0.20509	0.0	1.83835	0.34358	0.0	0.14609	0.10685	0.15611	0.04625	0.11265	0.13968	0.13817	0.52237	0.06423	0.0	0.41827	0.1574	0.0	0.0889	0.22881	0.03214	0.34948	0.45947	0.96387	0.08878	0.57147	0.24823	0.15486	0.25161	0.0906	0.12946	0.12746	0.56054	0.12167	0.11703	0.15155	0.08163	0.0	0.64744	0.10422	0.3746	0.04481	0.0445	0.13645	0.16423	0.15199	0.0	0.15116	0.30184	0.15816	0.27583	0.33868	0.25631	0.31704	0.14511	0.13428	0.0	0.07112	0.13262	0.01772	0.14849	0.25217	0.2666	0.279	0.04848	0.86045	0.0	0.18932
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerofilum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02659	0.0	0.0	0.0	0.0	0.0	0.0	0.00134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05507	0.00049
